1	64	0000	001f0000	2010030918301500	2012040920505900	0
2	3	0000	011f1f1f	2010030918301500	2012040920505900	0
3	4	0000	011f1f1f	2010030918301500	2012040920505900	0
4	4	0000	011f1f1f	2010030918301500	2012040920505900	0
5	1	0000	001f1f1f	2010030918301500	2012040920505900	0
6	2	0000	00001f1f	2010030918301500	2012040920505900	0
7	6	0000	00000000	2010030918301500	2012040920505900	0
8	7	0000	00000000	2010030918301500	2012040920505900	0
9	5	0000	011f1f1f	2010030918301500	2012040920505900	0
10	11	0000	001f1f1f	2010030918301500	2012040920505900	0
11	11	0000	001f1f1f	2010030918301500	2012040920505900	0
12	2	0000	001f1f1f	2010030918301500	2012040920505900	0
13	7	0000	001f1f00	2010030918301500	2012040920505900	0
14	6	0000	00010100	2010030918301500	2012040920505900	0
15	2	0000	001f1f1f	2010030918301500	2012040920505900	0
16	12	0000	001f1f1f	2010030918301500	2012040920505900	0
17	6	0000	0001011f	2010030918301500	2012040920505900	0
18	6	0000	00010100	2010030918301500	2012040920505900	0
19	7	0000	00011f00	2010030918301500	2012040920505900	0
20	1	0000	011f1f00	2010030918301500	2012040920505900	0
21	10	0000	001f1f00	2010030918301500	2012040920505900	0
22	10	0000	001f1f00	2010030918301500	2012040920505900	0
23	8	0000	011f1f1f	2010030918301500	2012040920505900	0
24	9	0000	001f1f00	2010030918301500	2012040920505900	0
25	2	0000	00010100	2010030918301500	2012040920505900	0
26	7	0000	00010100	2010030918301500	2012040920505900	0
27	7	0000	00010100	2010030918301500	2012040920505900	0
28	6	0000	00010100	2010030918301500	2012040920505900	0
29	2	0000	00010100	2010030918301500	2012040920505900	0
30	7	0000	00010100	2010030918301500	2012040920505900	0
31	7	0000	00010100	2010030918301500	2012040920505900	0
32	2	0000	00010100	2010030918301500	2012040920505900	0
33	7	0000	00010100	2010030918301500	2012040920505900	0
34	7	0000	00010100	2010030918301500	2012040920505900	0
35	2	0000	00010100	2010030918301500	2012040920505900	0
36	7	0000	00010100	2010030918301500	2012040920505900	0
37	7	0000	00010100	2010030918301500	2012040920505900	0
38	7	0000	00010100	2010030918301500	2012040920505900	0
39	7	0000	00010100	2010030918301500	2012040920505900	0
40	7	0000	00010100	2010030918301500	2012040920505900	0
41	7	0000	00010100	2010030918301500	2012040920505900	0
42	6	0000	00010100	2010030918301500	2012040920505900	0
43	7	0000	00010100	2010030918301500	2012040920505900	0
44	6	0000	00010100	2010030918301500	2012040920505900	0
45	8	0000	011f1f1f	2010030918301500	2012040920505900	0
46	4	0000	01001f1f	2010030918301500	2012040920505900	0
47	4	0000	01001f1f	2010030918301500	2012040920505900	0
48	6	0000	011f1f1f	2010030918301500	2012040920505900	0
49	7	0000	011f1f1f	2010030918301500	2012040920505900	0
